0.261683,0.390331,0.546543,0,232,255,255,A1BG;1;alpha-1-B glycoprotein
0.284856,0.314466,0.895651,111,0,255,255,A1CF;29974;APOBEC1 complementation factor
0.393796,0.580451,0.147024,255,0,90,255,A2M;2;alpha-2-macroglobulin
0.384484,0.788942,0.27594,0,78,255,255,A2ML1;144568;alpha-2-macroglobulin like 1
0.286525,0.314739,0.894959,111,0,255,255,A4GALT;53947;alpha 1- 4-galactosyltransferase
0.284856,0.314466,0.895651,111,0,255,255,A4GNT;51146;alpha-1- 4-N-acetylglucosaminyltransferase
0.943286,0.63883,0.489696,0,123,255,255,AAAS;8086;aladin WD repeat nucleoporin
0.265251,0.313115,0.252509,175,0,255,255,AACS;65985;acetoacetyl-CoA synthetase
0.284856,0.314466,0.895651,111,0,255,255,AADAT;51166;aminoadipate aminotransferase
0.13477,0.62271,0.463167,255,244,0,255,AAED1;195827;AhpC/TSA antioxidant enzyme domain containing 1
0.464916,0.493397,0.00035806,255,0,117,255,AAGAB;79719;alpha- and gamma-adaptin binding protein
0.472519,0.477536,0.0137285,255,0,117,255,AAK1;22848;AP2 associated kinase 1
0.284856,0.314466,0.895651,111,0,255,255,AAMDC;28971;adipogenesis associated Mth938 domain containing
0.799889,0.636158,0.359606,68,68,68,255,AAMP;14;angio associated migratory cell protein
0.40983,0.588275,0.13122,255,0,90,255,AANAT;15;aralkylamine N-acetyltransferase
0.663461,0.643972,0.93098,3,255,0,255,AAR2;25980;AAR2 splicing factor homolog
0.776866,0.732616,0.223546,0,255,60,255,AARS;16;alanyl-tRNA synthetase
0.563882,0.768433,0.605711,68,68,68,255,AARS2;57505;alanyl-tRNA synthetase 2-  mitochondrial
0.754864,0.590313,0.506599,68,68,68,255,AARSD1;80755;alanyl-tRNA synthetase domain containing 1
0.468826,0.387114,0.683651,0,255,168,255,AASDH;132949;aminoadipate-semialdehyde dehydrogenase
0.800228,0.419106,0.375641,68,68,68,255,AASDHPPT;60496;aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
0.262948,0.305538,0.252904,175,0,255,255,AASS;10157;aminoadipate-semialdehyde synthase
0.757922,0.789087,0.790124,0,132,255,255,AATF;26574;apoptosis antagonizing transcription factor
0.540317,0.0217925,0.81424,0,255,223,255,AATK;9625;apoptosis associated tyrosine kinase
0.63175,0.74731,0.169349,255,18,0,255,ABAT;18;4-aminobutyrate aminotransferase
0.436115,0.256313,0.304607,57,255,0,255,ABCA1;19;ATP binding cassette subfamily A member 1
0.819986,0.839148,0.527131,68,68,68,255,ABCA10;10349;ATP binding cassette subfamily A member 10
0.044127,0.332022,0.668527,255,0,208,255,ABCA12;26154;ATP binding cassette subfamily A member 12
0.231827,0.371812,0.0751976,111,0,255,255,ABCA13;154664;ATP binding cassette subfamily A member 13
0.104495,0.211663,0.386475,255,81,0,255,ABCA2;20;ATP binding cassette subfamily A member 2
0.112295,0.778526,0.402786,255,27,0,255,ABCA3;21;ATP binding cassette subfamily A member 3
0.134619,0.61685,0.803903,255,0,54,255,ABCA4;24;ATP binding cassette subfamily A member 4
0.0809472,0.309725,0.580155,111,0,255,255,ABCA5;23461;ATP binding cassette subfamily A member 5
0.234112,0.373436,0.0767875,111,0,255,255,ABCA6;23460;ATP binding cassette subfamily A member 6
0.107036,0.781678,0.507083,255,27,0,255,ABCA7;10347;ATP binding cassette subfamily A member 7
0.591899,0.473965,0.569623,0,51,255,255,ABCA9;10350;ATP binding cassette subfamily A member 9
